Comment,Sentiment,Toxicity,ambiguity_flag
Nên có giấy triệu tập. Ko đến cơ quan coi như trốn tránh trách nhiệm xử lý theo luật pháp. Người lớn đánh trẻ con thật sự rất hèn hạ.,-1,2,1
Thật sự rất ý nghĩa . Cảm ơn gia đình ông rất nhiều !,1,0,0
Thời buổi này còn sử dụng bao ni lông thế này thì thật nguy hiểm,-1,0,0
"chả hề gì, 2 tuần sau ông ấy sẽ vượt qua thôi",0,0,1
"Con người ko biết sướng ở trong cái sướng, lúc nhận ra cái khổ thì ko còn quay đầu lại đc nữa.",-1,0,0
Nếu sau này ai lấy được người mẹ đã sinh ra em bé này thì thật là kinh khủng. sao họ lại có thể nhẫn tâm tới như thế chứ?,-1,0,0
thấy tính cách em cũng hiền lành dễ gần. Chúc em vui và hạnh phúc!,1,0,0
"200tr chỉ mua đc gái dịch vụ hoàn lương hoặc xe cổ thôi nhé, xe mới xe lướt thì phải trả góp.",0,0,1
chúc phúc cho cả nhà nha.,0,0,1
Quá chủ quan!! Coi thường bệnh dịch nguy hiểm và cái kết không thể tránh khỏi !!,-1,0,0
năm rồi mới có con cá ngừ triệu đô,0,0,1
"Thực sự xem phim của Nan rất cuốn hút, ko thể để mất 1 giây. Ko ai có thể phủ nhận tài năng và cũng khó ai có thể học được cách dựng phim độc đáo của ông",1,0,0
"Không còn gì để nói,cũng 4 lần vô địch châu âu,nào có kém gì ai,cái gì cũng vậy cao trào rồi sẽ đến thoái trào để mở ra một kỷ nguyên mới,điển hình là Liverpool",-1,0,0
30 tháng tù vì gây tai nạn chết 2 người trong tình trạng sử dụng ma tuý! Liệu có đủ tính răn đe?,0,0,0
Tôi nghĩ răng nên tham khảo những người trải nghiêm xe để chon. Theo tôi cerato chăng hơn mấy attra.,0,0,1
Điều tra nguyên nhân: là do cổng trường đổ sập.,-1,0,0
Mô Phật!Nhân quả từ kiếp nào đã tạo ra việc hi hữu trăm năm có 1 này?,0,0,0
"Tôi rất tự hào khi người dân đồng lòng, đoàn kết chống dịch. Chỉ có thể là Việt Nam. Khi hoàn cảnh, thời điểm khó khăn nhất đối với đất nước, mới thấy được rằng người dân đoàn kết, đồng lòng đến cỡ nào.",1,0,0
"Nói chung : Messi vẫn cực kỳ hay, ko được nêu tên nhưng pha bóng đi bóng cực kỳ đẳng cấp. Bằng phản lưới công messi, bàn cuối cũng khả năng đi qua người quá đỉnh . Có thể anh ko ghi bàn nhưng ai cũng thấy đẳng cấp kĩ thuật quá đỉnh của Messi vẫn nguyên",1,0,0
"Hãy đọc ""Phần lớn họ là đàn ông da trắng, không có bằng đại học và trên 40 tuổi."" và đọc thêm""Trump đã thu hút được số phiếu bầu của đàn ông da trắng không có bằng đại học với tỷ lệ cao nhất""",0,0,1
Không nên cho nhập cảnh. Không mở đường bay nữa,0,0,1
"Cái này là truy sát đến cùng rồi, lại không hề có mâu thuẫn từ trước. Nhiều tình tiết tăng nặng lắm, tội nặng lắm.Tất cả chỉ để thõa mãn bản ngã lúc chém giết, chẳng biết sau ngày ngồi biệt giam chơ ngày thi hành án có cảm thấy đáng không.Đáng thương gia đình bị hại,Khổ gia đình các bị cáo, lại ra tòa khóc lóc xin cho con cái- ""thường ngày cháu ngoan lắm"".",-1,0,0
"Lux đi bạn ơi, xe vừa đẹp, chạy ổn mà đóng góp được cho đất nước dại gì mình không làm. Cái này bạn nào có tài sản trên 1 tỉ mới hiểu",1,0,0
"Tất cả các biển báo này đều có trong luật từ lâu, tài xế nào cũng phải biết, nhưng khoảng 6 năm trước , khi giao thông công chánh cắm biển trộn làn gần các ngã tư cộng với việc kẹt xe,các tài xế nghiễm nhiên tự đi vào lane quẹo trái hay phải dù đi thẳng vào",0,0,1
Nếu trả về tự nhiên thì ai sẽ nuôi những cần thủ đây . Trong khi con cá đã quá già rồi . Ai cũng có giới hạn thôi đừng miễn cưỡng dù nó có qgiữ uý hiếm tới mấy trừ khi nó là vật vô tri thì còn được .,0,0,1
Thương tâm quá,-1,0,0
Người Mỹ và nhiều người trên thế giới sẽ cầu nguyện cho ngài sớm vượt qua Covid-19 này.,-1,0,0
"Đi xe như thế này thì nên bỏ tù. Lấn làn bất chấp, thấy đèn đỏ còn cố đạp ga, rồi gây tai nạn.",0,0,1
"Siêu xe làm ra không khó, các nước như Ma Rốc (châu phi), Thái Lan, Singapore, Ba Lan, UAE, Ả Rập saudi, Quatar, Trung Quốc, Philippin, Đài Loan, Criattia, ... đều làm được hết. Nhưng quan trọng chất lượng độ bền đều thua xe Nhật , Hàn hết.",1,0,0
"Hãy để các cơ sở đào tạo y tế, những đơn vị sử dụng chọn lọc, ai không đạt kiến thức, tay nghề thì đứng ngoài.Kỳ thi chứng chỉ hành nghề sẽ là kỳ thi sinh tử, khốc liệt, nhiều tiêu cực hơn cả thi công chức, mà chất lượng lao động vẫn thế, vì tốt nghiệp đai học xong vẫn chưa đủ quy chuẩn hành nghề, chỉ như lao động tự do.Nước ngoài có nước làm, có nước không, như chương trình giáo dục VNEN copy từ Colombia thực tế không hiệu quả. Bộ y tế hãy xem lại.",1,0,0
mua ngay nếu không đâm va ngập nước.,0,0,1
Angelina Jolie - đẳng cấp là mãi mãi!,0,0,1
Thật biết lợi dụng người tiêu dùng. Hy vọng là khách hàng không mù quáng mua cho họ,0,0,1
Có kẻ thứ 3 cơ hội trong vách đá ở giữa.,0,0,1
Sao không có gđ Phạm Nhật Vượng nhỉ.,0,0,1
Tôi đã quên rằng Covid 19 đang còn tồn tại.,0,0,1
"tạo hình Darkseid xấu quá, nhìn gầy gò thế nào ấy, giống quân sai vặt hơn là boss. Tuy hung dữ nhưng thiếu khí chất bá vương như Thanos. Trong phim hoạt hình và truyện tranh Darkseid nhìn ngầu hơn nhiều.",-1,0,0
"Rút kinh nghiệm đợt dịch bùng phát tại Đà Nẵng, kiên quyết không để bùng phát lần 3, nhanh chóng vực lại sản xuất, ổn định đời sống nhân dân.",0,1,1
"Bà tạo dáng đúng cho tháng 10 luôn ấy, mùa của lễ hội Halloween.",0,0,1
Khi tôi chết hãy đưa tôi ra biển...,0,0,1
"Dòng phim khoa học viễn tưởng thường nhìn rất chi là ảo diệu và phi lý, nhưng dưới bàn tay của Nolan thì nó lại mang đến cảm giác thật và logic đến kinh ngạc.",-1,0,0
Ko biết họ đã bắt ở đâu!,0,0,1
Cuộc sống luôn khắc nghiệt với mọi loài.,0,0,1
2 tỷ năm 2011 đầu tư vàng sau 9 năm lãi khoảng 800 + rủi ro rất nhiều2 tỷ năm 2011 gửi ngân hàng sau 9 năm lãi hơn lại vừa an toàn hơn ít rủi ro hơnTiền để chết 1 chỗ cứ nghĩ vàng là chắc mà ko chắc tí nào,0,0,1
Chó và rắn đều không phải là thức ăn! Nhắn nhủ đến 1 số người cái gì cũng muốn bỏ vào miệng!,0,1,1
"Vỏ mỳ tôm không bền với môi trường và dễ dàng bị phân rã thành vi nhựa. Nếu sử dụng vỏ mỳ tôm làm túi sẽ khiến vi nhựa dễ dàng phát tán ra môi trường và nơi sinh sống. Cái này là lợi bất cập hại. Áp dụng 3R là tốt nhưng không nên chạy theo phong trào mà cần có kiến thức, và tốt nhất là xin tư vấn của chuyên gia về tái chế nhựa. ",1,0,0
Cá nhân mình nghĩ thì Arteta không đủ tầm để đưa Pháo Thủ trở lại đỉnh cao như thời Giáo sư. mọi gạch đá mình xin nhận.,0,0,1
Kết quả khảo sát chỉ để tham khảo. Chọn mẫu khảo sát khác nhau sẽ cho kết quả khác nhau hoàn toàn. 2016 mọi kết quả khảo sát đều nói Trump thua nhưng kết quả thì ngược lại. Vì vậy chưa hạ mà thì chưa ai có thể khẳng định được kết quả.,0,0,1
"Mỗi xe có những ưu điểm nhất định. I10 là con xe quốc dân rồi, với ưu điểm kiểu dáng đẹp, tiêu hao ít nhiên liệu, bền bỉ, không gian bên trong rộng rãi. Fadil thì lại thiên về động cơ, đi Fadil thì cảm giác rất êm và bốc. Theo ý kiến cá nhân của tôi, với nhu cầu chạy thêm dịch vụ như của bạn thì nên chọn con i10 nhé.",1,0,0
"Bám tới tận 20 năm cơ nhỉ,Nếu không phải Si ăn ké thời kỳ hoàng kim của tuyển Tây Ban Nha với nòng cốt là các cầu thủ Bà Xã thì làm gì có được 6 bóng vàng.Cule đem số lượng quả bóng vàng ra so sánh nhiều bóng vàng hơn là xuất sắc hơn nhưng tôi chưa thấy ai đánh giá Modric xuất sắc hay giỏi hơn những Xavi, Inesta, Ibrahimovic..Nếu đánh giá việc lương cao hơn để nói ai đó xuất sắc hơn thì tôi cũng thua cule rồi, mấy cầu thủ như Hulk, Paulinho...đá bên Tàu lương cao hơn nhiều cầu thủ ở các giải Châu Âu.Cule bảo Si trung thành và yêu Bà Xã nhưng Si chỉ ở lại để bám đúng hơn, tại sao khi Bà Xã trong thời kỳ đỉnh cao với nhiều cầu thủ xuất sắc xung quanh thì Si không rời đi mà phải đợi đến khi câu lạc bộ trắng tay và thua thảm 2_8 anh ta lại nằng nặc đòi bỏ đi.Nói gì ở Bà Xã, trên tuyển cũng thế, cứ hễ thua là bỏ tuyển.",1,0,0
Thương về miền trung.,0,0,1
"Sau bao năm gánh tạ ở Dê Ân, cuối cùng a cũng đc nghỉ ngơi trở về EPL đá bóng vs niềm đam mê, mặc dù cục tạ đã nhẹ đi nhiều sau 2 mùa gần đây.",0,0,1
Giọng ca thế này thì nghệ sĩ trẻ còn phải luyện lâu lắm lắm mới mong bén gót bà.,0,0,1
"Chữ cái phổ biến và sử dụng thực tiễn khi viết, đánh máy là kiểu viết bình thường, kiểu la tinh. Sách in 1 kiểu trong khi dạy viết thì phải uốn lượng, hoa văn... Tôi nghĩ không cần thiết và gây lãng phí thời gian, công sức. Cứ dạy cách viết đơn giản mà ai cũng đọc, hiểu và viết được.",-1,0,0
Còn gì hơn nữa. Chỉ cần thế là quá đủ,0,0,1
Cầu mong mọi người bình an! Việt Nam cố lên! Đất nước chiến thắng!,0,0,1
"Cầu xin ơn trên độ TT Trump vượt qua nạn kiếp để tiếp tục điều hành đất nước ,",0,0,1
"Bóng đá là môn thể thao tập thể, một cá nhân xuất sắc không thể đảm bảo cho đội bóng luôn chiến thắng. Xét về cá nhân, Messi là cầu thủ hay nhất hiện nay và có lẽ là trong lịch sử nữa.",1,0,0
"Quá nguy hiểm, việc làm thẻ tín dụng hay làm giả hs như này ngân hàng để đối tượng qua mặt dễ dàng, theo tôi ngoài chữ ký cần có dấu vân tay, chụp mặt người vay rồi ngân hàng mới cho mở thẻ hoăc cho vay. Cơ quan công an tư vấn và kiểm soát thêm cho các ngân hàng về vấn đề này, nếu không như này tạo kẻ hở quá nguy hiểm và dễ dàng cho kẻ xấu.",-1,0,0
Cảm giác như gặp công chúa Annabelle phiên bản mắt bé.,0,0,1
Hãy mua xe Hàn tập lái 1 năm rùi đổi xe Nhật.300 mua được nhiều xe BC Hàn 2018-20,0,0,1
"Mọi người đều khen họa sĩ vẽ đẹp nhưng thật sự, mình không thấy hài lòng chút nào ở các tranh vẽ hai ca sĩ Ngọc Lan và Khánh Ly. Những nghệ sĩ khác mình không quan tâm nhiều nên không có ý kiến. Riêng mình thần tượng hai ca sĩ Ngọc Lan và Khánh Ly nên đã xem và lưu giữ ảnh của hai ca sĩ rất nhiều. Thế nhưng nhìn vào các bức vẽ Ngọc Lan và Khánh Ly, mình không nhận ra được, chỉ hao hao giống khoảng 40% mà thôi, đồng thời cũng chưa khắc họa được thần thái riêng của hai ca sĩ.",1,0,0
"thiên thời, địa lợi, nhân hòa dường như đều đang chống lại Barca",0,0,1
"Còn người là được. Tiền mất bao nhiêu không quan trọng, bắt người đền là được.",0,0,1
"Rơi súng không có nghĩa là hết nguy hiểm ,11 năm tù quá nặng.",-1,0,0
"Đây là hình thức kỷ luật phản giáo dục. 1 tuần nghỉ học liệu các học sinh đó có theo kịp chương trình. Đi học không hiểu bài càng khiến các em chán nản, bỏ bê học hành và lao vào các thói hư, tật xấu khác. Hình thức kỷ luật này không làm cho các em tốt lên mà còn làm cho các em thêm chán nản và coi thường việc học hành, coi thường kỷ luật",-1,0,0
"Cảm thấy lo lắng, nếu như cách ly xh xảy ra giống như hồi t3",-1,0,0
Chuyện cũ rích mà không có giải pháp.,0,0,1
Có. Góc ở đỉnh A tiến tới 180 độ. 2 góc kia tiến về 0.,0,0,1
Chúc cô luôn vui khoẻ. Và chúc các lãoNghẹ sĩ dồi dào sưc khoẻ,0,0,1
"Với tất cả chúng ta, Trump luôn là người đầy bất ngờ! Mong ông sớm bình phục!",0,0,1
"Cám ơn BS và đó là công việc của y học hiện đại, của BS.",1,0,0
"Tiến lên Juve ! Tiến lên Pirlo, CR7 !",0,0,1
"Dụng cụ của bạn hơi ""gồ ghề"", khó nhọc cho phụ nữ. Nếu bạn yêu thích và chú tâm về phong cảnh ... bạn nên học hỏi và giới hạn trang bị trong phạm vi này. Nếu chưa phải ""pro"", bán hình phong cảnh để sống, 'ENJOY"" LÀ CHÍNH, thì bạn nên tìm những hiệu máy gọnnhẹ hơn. Kỹ thuật, đâm mê, góc nhìn và tâm hồn quan trọng hơn dụng cụ.",0,0,1
Ôi 1 tin không tốt! nhưng ông Trump sẽ vượt qua được!,-1,0,0
"Cứ xe Hyun mà chọn nhé. Kia cùng mẹ nhưng là thằng đi sau, có thế nào thì công nghệ và hiệu năng xe Hyun vẫn ổn áp hơn. Cá nhân tôi đi hai xe cũng thấy vậy, Kona ổn hơn",0,0,1
"điện thoại là sản phẩm công nghệ nhưng xài điện thoại thì có cả tỉ mục đích , ko phải cứ xài điện thoại là nắm được công nghệ , thật là nhầm lẫn tai hại",0,0,1
Lần đầu tiên thấy việc kỳ lạ như này.,0,0,1
Khuyên chân thành nên mua e ak mua bảo hiểm cũng như là một khoản tiết kiệm,0,0,1
"Cuộc sống của thần tiên thì cũng chỉ đến như thế này, thần tiên tỷ tỷ ah.",0,0,1
"Học ở trường cả ngày, tối về học đến 23h, chương trình rất phù hợp với các cháu",0,0,1
"Anh Tùng đặt vấn đề "" tôi không hiểu tại sao ngân hàng có thể mở thẻ tín dụng chỉ với một chiếc chứng minh thư, mà không cần sự có mặt cũng như chữ ký của tôi như vậy. Quy trình của ngân hàng lỏng lẻo tới vậy hay sao? ""Theo tôi trong trương hợp này ngân hàng rất chặt chẽ, theo dõi biết rất rõ điểm tín dụng và khả năng tài chánh của anh đảm bảo anh sẽ thanh toán đủ các khoản chi "" từ người khác "", đảm bảo nguyên tắc vàng Quyền Lợi Ngân hàng là trên hết.",-1,0,0
"Đổi tên đường không khó, khó là cái hộ khẩu và CMND của những người sống trên những con đường ấy. Sao lúc đặt tên đường không tìm xem có chính xác hay chưa?",1,0,0
Nút quan trọng nhất là nút An Phú thì không làm!,0,0,1
"Ui trời ơi, ngưỡng mộ vô ngần, cách mà người ta áp dụng công nghệ để giải quyết vấn đề thực tế thật tuyệt vời!",1,0,0
Với cách làm bóng đá kiểu đốt cháy giai đoạn các cầu thủ trẻ thì Bầu Đức mãi chỉ nhận được những bông hoa nhỏ trên cánh đồng hoang,0,0,1
Nhu cầu dầu giảm sẽ tốt cho trái đất. Kkk,1,0,0
Fati lúc tối lập hattrick hả mọi người :-/,0,0,1
"Tương tự cua nhện, thức ăn của bọ biển là xác của các loài động vật biển chìm xuống đáy như cá voi, hải cẩu,.. :-)",0,0,1
Tập thể dục rất tốt nhưng cũng phải tuân thủ luật giao thông chứ,1,0,0
Mua Tesla là không tốn đồng bạc xăng nào,0,0,1
Trông cây sồi cổ thụ đẹp quá.,1,0,0
Trên CMND ai cũng có dấu vân tay. Tai sao khi đăng kí không bảo người ta lăm tay lên đó để đối chiếu???,0,0,0
"Nghe mà khiếp, ta nói một tháng ăn trộm bằng chục năm làm luôn, 30 tr 1 ngày 900 tr 1 tháng đó",0,0,1
"Fan M28 chuẩn bị qua kia chê 7 hôi pen, còn bên này thì khen pen của 28 là thơm dù bàn thắng vô thưởng vô phạt. Ku em Fati đá quá hay 1 mình gánh team. Trận đấu chỉ cần 19 phút là kết quả thắng thua đã rõ, chẳng cần ai kia phải thơm pen của đồng đội =)))",1,0,0
vụ án quá nghiêm trọng mà có 30 tháng tù là sao hả trời?,0,0,0
"Khổ thân các fan messi quá, bài nào cũng lôi ro vào đc. Dù chẳng liên quan gì. Điều đó chứng tỏ ido của các bạn thấp kém quá, thấp kém quá. Các bạn làm như vậy càng làm nhiều người coi thường messi của các bạn hơn mà thôi.",-1,0,0
Ở quê tôi huyện đấu ra đất ở có thể nói là rất nhiều nhưng càng đấu thì giá càng cao và cái cơ bản giá khởi điểm đưa ra cũng đã rất cao rồi,0,0,1
"Tôi xem ""Ròm"" tôi chả hiểu tác giả định nói gì. Lúc kết thúc phim, tôi thấy quá hụt hẫng. Tôi cảm thấy tiếc số tiền và thời gian đã bỏ ra. Thật. Tôi ko cảm nhận được cái giá trị gì từ bộ phim.Chắc là tôi ko đủ sâu sắc để hiểu. Chấp nhận vậy.",-1,0,0
Rõ ràng Basa mạnh hơn Schalke khi 2 lần chọc thủng lưới Bayern.,0,0,1
"I10 bền bỉ hơn nhé, Fadil máy Aveo cũ mèm",0,0,1
Ủng hộ TT Trump làm thêm nhiệm kỳ nữa,1,0,0
Ai ko thấy em này giỏi thì sẽ học ngoại ngữ tốt.đừng bảo giờ nghĩ giỏi ngoại ngữ là 1 cái gì đó cao siêu thì học sẽ dễ chứ nghĩ nó khó thì tâm lí đó sẽ gây học rất ko nhớ,1,0,0
"tôi ở Tây Nguyên giờ muốn về nhà, lại phải trả thêm phí di chuyển và mất thời gian, thêm phiền toái nữa. tôi nghĩ các nhà quản lý xây dựng một công trình gì cũng phải tạo sự thuận lợi, tiết kiệm cho người dân. Nhưng bến xe mới này thì với tôi là sự bất tiện, tăng chi phí. Tôi nghĩ rất nhiều người sẽ như tôi",-1,0,0
Làm vậy mà không thấy làm vậy là rất tàn nhẫn với bác chủ tiệm sao????,0,0,0
Rất nhanh và dứt khoát: Give out edge xD,0,0,1
"Barca không yếu, đội hình giá trị thứ 2 thế giới việc chuyển từ xoay quanh cá nhân sang tập thể giúp họ đa dạng hơn. Nhưng cần thử lửa hơn nữa.",0,0,1
"Cải cách giáo dục, dạy bơi mẫu giáo là thiết yếu",0,0,1
"Suy cho cùng đối với con người cảm giác được ăn và cảm nhận chỉ 10 cm tính từ miệng xuống họng,cơ thể giữ lại được gì thì giữ sau đấy thì tất cả như nhau. Cho nên cũng không cần phải ăn uống cầu kỳ quá. Trường hợp của con ếch này thì việc ăn hoàn toàn vô nghĩa, hàng ra rồi mà nó vẫn nhơn nhơn thế kia thì ăn làm gì mất công đánh răng. Hihi",-1,0,0
"Diện tích cầu kính là 161,818 m2; chu vi là 76,928 m.",0,0,1
3 con treo lơ lửng im ru mà không ai bắt luôn,0,0,1
Nên áp dụng khung hình cao nhất với bọn này,0,0,1
"Ấy mới đầu mùa, không khéo Si sẽ có cúp, sướng cules nhỉ",0,0,1
"Mép trên của cầu kính nếu đâm trúng góc trái trên thì mình tính được, còn không thì chịu",0,0,1
Đẹp và dễ thương.,1,0,0
Nhiều người còn chưa nắm thông tin,0,0,1
Cái thùng phi phát nổ...,0,0,1
"Đối với cá nhân tôi thì Tình Khúc Vàng vẫn không chơi lại Đi Về Nơi Xa. Cảm xúc của Đi Về Nơi Xa cực kỳ mạnh mẽ, và hòa âm phối khí của ca khúc rất đặc sắc",0,0,1
"Răng nó bằng quả chuối, răng mình bằng hạt ngô. Như vậy nếu nó ăn chuối thì cũng không khác gì mình ăn ngô. Hihi...",0,0,1
"Dùng bạo lực để giải quyết bạo lực chưa bao giờ là cách làm tốt nhất , việc đình chỉ nghỉ học chỉ là phản ứng mang tính giải quyết cái ngọn , muốn giải quyết được gốc rễ phải hiểu được nguyên nhân dẫn đến nảy sinh vấn đề !",0,0,1
"I10 bạn ơi, chưa nói đến thẩm mỹ với option. bạn mua con fadil 400tr xong 1 tháng sau khuyến mãi các kiểu tự nhiên bạn mất xừ đôi chục. Bực lắm =)). làm con I10 sendan bản AT chạy chả mượt mà giữ giá.",-1,0,0
"Thật sự rất khó chịu với cách giáo dục ntn, năm nay con gái tôi cũng vào lớp 1, tôi ko hiểu nổi:Đầu năm học thì loạn đầu sách giáo khoaVào năm học thì lớp 1 đã học cả ngàyHọc kiểu j mà 6 buổi học hết bảng chữ cái, nhưng các cháu cầm bút quá ít, thế mà đã học Toán, học mỹ thuật, học âm nhạc... học lắm thế, các cháu mới lớp 1 thôi...Cầm bút còn chưa thạo, thế mà viết 1 chữ cái đc 3 dòng đã chuyển sang học chữ cái khác, nét viết còn chưa kịp nhớ, đặt bút từ đâu, kết thúc ở đâu, tròn xổ, móc... tôi lạy.",0,0,1
Arteta sẽ đưa Arsenal vô địch NHA trong 2-3 năm tới,0,0,1
Cám ơn các bác sĩ và nghệ sĩ đã tham gia quay MV này thật hay và ý nghĩa.,1,0,0
TQ thật vĩ đại!,0,0,1
"Đúng rồi anh, cháu học yếu thì nên chọn trường nào bèo bèo. Đu đưa vào BK kẻo ra không nổi lại quay về nhà báo hiếu cha mẹ thì mệt.",1,0,0
không có từ nào khác để viết ngoài hai chử tuyệt vời,1,0,0
"Đẹp cả người, cả nết",1,0,0
QUÁ NỂ PHỤC ANH TUẤN!,1,1,1
"Do bất cẩn của mọi người, do công ty tài chính / ngân hàng kiểm soát gây lên tình trạng này, vậy nên cần thận trọng",0,0,1
"Quá nhiều vấn đề phát sinh, các nước nghèo sẽ là những nước lãnh hậu quả nặng nề nhất.",0,0,1
"không biết hiện giờ trên thế giới và vn người ta phát hành album để bán ra dưới dạng 1 cái đĩa , thẻ nhớ , usb hay dạng nào khác nhỉ. chưa mua bao giờ cũng ko thấy ai bán",1,2,0
Hữu ích ! Xin cảm ơn.,1,0,0
"Giảng dạy Công nghệ thông tin (CNTT) cho học sinh từ sớm (bậc tiểu học) là cần thiết. Cũng như giảng dạy về cách sử dụng điện thoại thông minh (ĐT) để tra cứu thông tin (TT) là không thừa - giúp các em biết cách tiếp cận, tìm tòi các TT cần thiết, bổ ích, làm phong phú thêm cho các bài học trên lớp. Nhưng để khai thác các TT đó ngay trên lớp học lại là một vấn đề khác. Trên lớp, Thầy là người khai mở tri thức, người dẫn dắt, truyền cảm hứng, niềm say mê nghiên cứu, sáng tạo cho học sinh. Phải biết quý, tôn trọng các kiến thức và vai trò của người thầy. Thầy không thể chỉ là một ông phụ giảng cho Google, không phải là ""ông dân phòng"" suốt buổi tất tả lo ""dẹp chợ"" - khi cho học sinh được dùng ĐT trên lớp.Hãy để việc tìm tòi, khám phá TT ấy cho các em khi ở ngoài học đường - các em còn nhiều thời gian lắm.",0,0,1
"Ăn chay chưa chắc đã tốt cho sức khỏe, cái tốt nhất của nó là ở ý nghĩa của việc ăn chay. Đồ chay giả thịt vừa mất đi ý nghĩa này, lại vừa cực kỳ có hại cho sức khỏe vì những chất phụ gia giả thịt",1,0,0
"Được nhé, hoàn toàn có thể tưởng tượng được. góc đỉnh tiến dần tới 180, cạnh đáy cũng sẽ vô cùng dài.... còn đường cao từ đỉnh xuống đáy sẽ vô cùng nhỏ cho tiến tới 1mm, tương tự đường cao từ hai đỉnh còn lại cũng nhỏ (chú ý đường cao lúc này nằm ngoài tam giác nên sẽ nhỏ) cái này vẽ ra là có thể thấy. Còn chứng minh thì phải dùng công thức.",0,0,1
khổ cho cháu bé quá vì đã gặp người bố tàn ác quá,-1,0,0
bản án không có tính răn đe.,0,0,1
"Quan trọng là quản lý như thế nào để phụ huynh không đi cửa hậu để con có học bạ đẹp như mơ. Đề nghị nên ra đề thi hoặc kiểm tra ra chéo cho các trường thì họa may có sự công bằng cho các cháu, ví dụ như giáo viên trường A ra đề cho trường B rồi trường B ra đề cho trường C cứ ra xoay vòng không trùng lặp trường nào hết thì các cháu không còn phải tâp trung vô các cô trong lớp để học thêm rồi biết đề hoặc biết nội dung sẻ kiểm tra trước các bạn không đi học thêm.",1,0,0
"Chúc mừng thầy , mặc dù chưa học thầy ngày nào nhưng xin phép gọi là thầy. Thầy giỏi quá,",1,0,0
Mỗi lần đọc những tin này thấy buồn quá,-1,0,0
"Ăn chán chưa từng thấy, thua cả con hàu, thua xa bào ngư Việt Nam.",-1,0,0
Arsenal có thủ môn mới hay quá! Chúc mừng Pháo thủ. Thực ra với giải đấu Cup như thế này thì hợp với Arsenal hơn.,1,0,0
"Cá nhân riêng mình nghe rất mệt :(( Một bài hát sầu não - ủy mị - làm cho tâm hồn của người nghe thêm nặng nề :(( Chẳng có giá trị gì cho tâm hồn cả. Chắc có lẽ mình đã ""già"" rồi :)",0,0,1
các thánh cuồng Trump vào biện hộ cái đi nào :),0,0,1
"Mấy người đạp xe như vầy quá thiếu ý thức , ỷ đi đông thì muốn chạy sao thì chạy ah !!",0,0,1
"Nhận được hộp bánh mà ngậm ngùi... Ruột 4 bánh nướng bt thôi, mà hộp và túi thì... chắc đắt hơn ruột. Xót xa khi phải mang vứt rác, mất công, và hại môi trường lắm lắm. Nên học TQ, là nơi khỏi nguồn mà nay họ cũng chuyển xu hướng giản dị coi trọng chất hơn hình thức.",-1,0,0
Mua ertiga hoặc xl7. Trường xe dễ lái. Tiết kiệm xăng. Đa dụng.,0,0,1
Coi như xong nhiệm kỳ rồi ông,0,0,1
Chúc cháu và gia đình anh luôn khỏe mạnh.,0,0,1
"Tôi thì thấy các em thật đại diện cho thế hệ trẻ: tràn đầy năng lượng, sức trẻ, nhiệt huyết, sáng tạo và tài năng. Nhìn các em tôi có cảm xúc không nên lời. Đây chính là nguồn tài nguyên chất xám cho đất nước. Rất mong các em phát triển bản thân đúng hướng để mãi tỏa sáng trên đường đời sau này.",1,0,0
"Botulinum chất độc mạnh nhất từng được biết, với liều gây chết trung bình (LD50) ở người khoảng 1,3-2,1 ng/kg tiêm tĩnh mạch hoặc tiêm bắp và 10-13 ng/kg khi hít vào. Ghê quá",0,0,1
Ác mộng đi học của con. Lớp một con em sĩ số 54 em. Trường ở quận gò vấp,0,0,1
quá 2tr. đủ truy tố,0,0,1
Đây là chiến công tuyệt vời của các Anh công an Việt Nam .,1,0,0
"k biết nó anh hùng cỡ nào, nhưng thấy mặt chuột là k có cảm tình",0,0,1
"Các cháu đã học cả ngày, đề nghị bộ không ép các cháu học thêm buổi tối để các cháu đc nghỉ ngơi. Với thời của tôi chỉ học nửa buổi mà bây giờ các cháu đã học cả ngày như vậy là đã gấp đôi thời lượng, chương trình thì nặng, vậy thời gian đâu để các cháu đc vui chơi theo đúng tuổi thơ của mình.",0,0,1
Ngưỡng mộ anh cả trên màn ảnh lẫn cuộc sống đời thực. Chúc cháu và gia đình anh luôn ngập tràn hạnh phúc.,1,0,0
Hình ảnh minh họa rất hay và đễ hiểu.,1,0,0
"Bạn thử tìm hiểu Ciaz 2020 mới ra mắt xem sao. Mình đang đi bản 2019, xăng 5,4 lít hỗn hợp.",0,0,1
Ngoài Benfica từng có C1 ra thì tất cả các CLB ở đây không thể bì được với AC đâu.,0,0,1
nhìn là đã đủ thốn rồi,0,0,1
Sao ko lắp hệ thống loa để đuổi?,0,0,0
Olympia vẫn luôn là một sân chơi trí tuệ khiến bao thế hệ đam mê. Là sự khát khao của bao em nhỏ trên con đường khám phá tri thức. Chúc một ngày CN thật sôi động của trận chung kết năm nay... Chúc mừng chương trình truyền cảm hứng tiếp thu tri thức Đường lên đỉnh Olympia. Chúc các thí sinh sẽ có một trận chung kết thành công và ý nghĩa. Chúc mừng chúc mừng ️,1,0,0
"Trong cái khó ló cái khôn, người tài thật sự khi khó khăn họ sẽ có những cống hiến tuyệt vời xuất sắc. Cảm ơn bác sĩ cấp và các y bác sĩ.",1,0,0
Tôi thấy hay đó chứ.,1,0,0
